no,code,company_name,listing_date,shares,listing_board
723,CMNT,Cemindo Gemilang Tbk.,08 Sep 2021,"17,125,504,000",Development
724,GTSI,GTS Internasional Tbk.,08 Sep 2021,"15,819,142,767",Watchlist
725,IDEA,Idea Indonesia Akademi Tbk.,09 Sep 2021,"1,062,437,500",Acceleration
726,KUAS,Ace Oldfields Tbk.,25 Oct 2021,"1,292,808,150",Development
727,BOBA,Formosa Ingredient Factory Tbk,01 Nov 2021,"1,155,750,000",Development
728,MTEL,Dayamitra Telekomunikasi Tbk.,22 Nov 2021,"83,559,677,444",Main
729,DEPO,Caturkarda Depo Bangunan Tbk.,25 Nov 2021,"6,790,000,000",Development
730,BINO,Perma Plasindo Tbk.,25 Nov 2021,"2,275,316,111",Development
731,CMRY,Cisarua Mountain Dairy Tbk.,06 Dec 2021,"7,934,683,000",Main
732,WGSH,Wira Global Solusi Tbk.,06 Dec 2021,"1,042,500,000",Acceleration
733,TAYS,Jaya Swarasa Agung Tbk.,06 Dec 2021,"1,098,920,000",Development
734,WMPP,Widodo Makmur Perkasa Tbk.,06 Dec 2021,"29,419,000,000",Watchlist
735,RMKE,RMK Energy Tbk.,07 Dec 2021,"4,375,000,000",Main
736,OBMD,OBM Drilchem Tbk.,08 Dec 2021,"805,992,931",Development
737,AVIA,Avia Avian Tbk.,08 Dec 2021,"61,953,555,600",Main
738,IPPE,Indo Pureco Pratama Tbk.,09 Dec 2021,"4,600,000,000",Watchlist
739,NASI,Wahana Inti Makmur Tbk.,13 Dec 2021,"807,400,000",Development
740,BSML,Bintang Samudera Mandiri Lines,16 Dec 2021,"1,850,225,000",Development
741,DRMA,Dharma Polimetal Tbk.,20 Dec 2021,"4,705,882,300",Main
742,ADMR,Alamtri Minerals Indonesia Tbk,03 Jan 2022,"40,882,331,500",Main
743,SEMA,Semacom Integrated Tbk.,10 Jan 2022,"1,347,258,842",Development
744,ASLC,Autopedia Sukses Lestari Tbk.,25 Jan 2022,"12,746,354,780",Development
745,NETV,MDTV Media Technologies Tbk.,26 Jan 2022,"41,360,517,722",Development
746,BAUT,Mitra Angkasa Sejahtera Tbk.,28 Jan 2022,"4,800,182,969",Watchlist
747,ENAK,Champ Resto Indonesia Tbk.,08 Feb 2022,"2,166,666,800",Development
748,NTBK,Nusatama Berkah Tbk.,09 Feb 2022,"2,700,064,877",Development
749,SMKM,Sumber Mas Konstruksi Tbk.,09 Mar 2022,"1,253,000,000",Acceleration
750,STAA,Sumber Tani Agung Resources Tb,10 Mar 2022,"10,903,372,600",Main
751,NANO,Nanotech Indonesia Global Tbk.,10 Mar 2022,"4,285,440,269",Acceleration
752,BIKE,Sepeda Bersama Indonesia Tbk.,21 Mar 2022,"1,293,916,404",Development
753,WIRG,WIR ASIA Tbk.,04 Apr 2022,"11,938,622,394",Development
754,SICO,Sigma Energy Compressindo Tbk.,08 Apr 2022,"910,077,764",Development
755,GOTO,GoTo Gojek Tokopedia Tbk.,11 Apr 2022,"1,140,573,267,220",Ekonomi Baru
756,TLDN,Teladan Prima Agro Tbk.,12 Apr 2022,"12,946,530,200",Development
757,MTMH,Murni Sadar Tbk.,20 Apr 2022,"2,068,526,950",Main
758,WINR,Winner Nusantara Jaya Tbk.,25 Apr 2022,"5,235,316,030",Watchlist
759,IBOS,Indo Boga Sukses Tbk.,25 Apr 2022,"8,065,789,529",Acceleration
760,OLIV,Oscar Mitra Sukses Sejahtera T,17 May 2022,"1,900,073,314",Acceleration
761,ASHA,Cilacap Samudera Fishing Indus,27 May 2022,"5,000,000,000",Development
762,SWID,Saraswanti Indoland Developmen,07 Jul 2022,"5,385,019,201",Development
763,TRGU,Cerestar Indonesia Tbk.,08 Jul 2022,"7,945,412,700",Main
764,ARKO,Arkora Hydro Tbk.,08 Jul 2022,"2,928,495,000",Watchlist
765,CHEM,Chemstar Indonesia Tbk.,08 Jul 2022,"1,700,014,594",Development
766,DEWI,Dewi Shri Farmindo Tbk.,18 Jul 2022,"2,000,000,000",Development
767,AXIO,Tera Data Indonusa Tbk.,20 Jul 2022,"5,840,126,500",Development
768,KRYA,Bangun Karya Perkasa Jaya Tbk.,25 Jul 2022,"1,663,943,474",Development
769,HATM,Habco Trans Maritima Tbk.,26 Jul 2022,"8,680,000,000",Main
770,RCCC,Utama Radar Cahaya Tbk.,02 Agt 2022,"787,500,000",Acceleration
771,GULA,Aman Agrindo Tbk.,03 Agt 2022,"1,070,362,500",Development
772,JARR,Jhonlin Agro Raya Tbk.,04 Agt 2022,"9,230,665,050",Main
773,AMMS,Agung Menjangan Mas Tbk.,04 Agt 2022,"1,235,296,802",Acceleration
774,RAFI,Sari Kreasi Boga Tbk.,05 Agt 2022,"3,128,140,475",Watchlist
775,KKES,Kusuma Kemindo Sentosa Tbk.,08 Agt 2022,"1,500,000,000",Watchlist
776,ELPI,Pelayaran Nasional Ekalya Purn,08 Agt 2022,"7,412,000,000",Main
777,EURO,Estee Gold Feet Tbk.,08 Agt 2022,"2,548,826,428",Acceleration
778,KLIN,Klinko Karya Imaji Tbk.,09 Agt 2022,"1,307,530,330",Acceleration
779,TOOL,Rohartindo Nusantara Luas Tbk.,09 Agt 2022,"2,050,020,320",Development
780,BUAH,Segar Kumala Indonesia Tbk.,09 Agt 2022,"2,000,000,000",Development
781,CRAB,Toba Surimi Industries Tbk.,10 Agt 2022,"1,950,000,000",Development
782,MEDS,Hetzer Medical Indonesia Tbk.,10 Agt 2022,"1,562,500,000",Development
783,COAL,Black Diamond Resources Tbk.,07 Sep 2022,"6,250,000,000",Development
784,PRAY,Famon Awal Bros Sedaya Tbk.,08 Nov 2022,"13,959,422,300",Development
785,CBUT,Citra Borneo Utama Tbk.,08 Nov 2022,"3,125,000,000",Development
786,BELI,Global Digital Niaga Tbk.,08 Nov 2022,"134,855,850,689",Ekonomi Baru
787,MKTR,Menthobi Karyatama Raya Tbk.,08 Nov 2022,"12,060,428,584",Main
788,OMED,Jayamas Medica Industri Tbk.,08 Nov 2022,"27,058,850,000",Main
789,BSBK,Wulandari Bangun Laksana Tbk.,08 Nov 2022,"25,091,882,375",Development
790,PDPP,Primadaya Plastisindo Tbk.,09 Nov 2022,"3,061,341,438",Development
791,KDTN,Puri Sentul Permai Tbk.,09 Nov 2022,"1,250,023,298",Development
792,ZATA,Bersama Zatta Jaya Tbk.,10 Nov 2022,"8,496,000,000",Development
793,NINE,Techno9 Indonesia Tbk.,05 Dec 2022,"2,157,000,000",Acceleration
794,MMIX,Multi Medika Internasional Tbk,06 Dec 2022,"4,800,425,380",Development
795,PADA,Personel Alih Daya Tbk.,08 Dec 2022,"3,150,000,000",Watchlist
796,ISAP,Isra Presisi Indonesia Tbk.,09 Dec 2022,"4,020,223,286",Acceleration
797,VTNY,Venteny Fortuna International ,15 Dec 2022,"6,265,193,445",Development
798,SOUL,Mitra Tirta Buwana Tbk.,06 Jan 2023,"1,082,526,223",Acceleration
799,ELIT,Data Sinergitama Jaya Tbk.,06 Jan 2023,"2,031,643,057",Development
800,BEER,Jobubu Jarum Minahasa Tbk.,06 Jan 2023,"4,000,000,000",Development
801,CBPE,Citra Buana Prasida Tbk.,06 Jan 2023,"1,356,250,000",Development
802,SUNI,Sunindo Pratama Tbk.,09 Jan 2023,"2,500,000,000",Main
803,CBRE,Cakra Buana Resources Energi T,09 Jan 2023,"4,538,067,441",Development
804,WINE,Hatten Bali Tbk.,10 Jan 2023,"2,710,000,000",Development
805,BMBL,Lavender Bina Cendikia Tbk.,11 Jan 2023,"1,030,080,995",Acceleration
806,PEVE,Penta Valent Tbk.,24 Jan 2023,"1,765,625,000",Development
807,LAJU,Jasa Berdikari Logistics Tbk.,27 Jan 2023,"2,149,942,974",Development
808,FWCT,Wijaya Cahaya Timber Tbk.,01 Feb 2023,"1,963,000,000",Development
809,NAYZ,Hassana Boga Sejahtera Tbk.,06 Feb 2023,"2,550,011,472",Acceleration
810,IRSX,Folago Global Nusantara Tbk.,07 Feb 2023,"6,195,047,377",Development
811,PACK,Abadi Nusantara Hijau Investam,08 Feb 2023,"1,597,398,988",Acceleration
812,VAST,Vastland Indonesia Tbk.,08 Feb 2023,"3,055,722,476",Development
813,CHIP,Pelita Teknologi Global Tbk.,08 Feb 2023,"806,000,000",Acceleration
814,HALO,Haloni Jane Tbk.,08 Feb 2023,"5,925,054,199",Development
815,KING,Hoffmen Cleanindo Tbk.,16 Feb 2023,"2,601,229,701",Acceleration
816,PGEO,Pertamina Geothermal Energy Tb,24 Feb 2023,"41,815,763,396",Main
817,FUTR,Futura Energi Global Tbk.,27 Feb 2023,"6,635,551,959",Development
818,HILL,Hillcon Tbk.,01 Mar 2023,"14,741,500,000",Main
819,BDKR,Berdikari Pondasi Perkasa Tbk.,03 Mar 2023,"4,725,101,522",Main
820,PTMP,Mitra Pack Tbk.,06 Mar 2023,"3,169,200,000",Development
821,SAGE,Saptausaha Gemilangindah Tbk.,08 Mar 2023,"8,033,527,260",Watchlist
822,TRON,Teknologi Karya Digital Nusa T,08 Mar 2023,"2,951,328,448",Watchlist
823,CUAN,Petrindo Jaya Kreasi Tbk.,08 Mar 2023,"112,418,900,000",Main
824,NSSS,Nusantara Sawit Sejahtera Tbk.,10 Mar 2023,"23,801,568,645",Development
825,GTRA,Grahaprima Suksesmandiri Tbk.,30 Mar 2023,"1,894,375,000",Development
826,HAJJ,Arsy Buana Travelindo Tbk.,05 Apr 2023,"2,468,292,798",Acceleration
827,JATI,Informasi Teknologi Indonesia ,08 May 2023,"3,262,520,106",Development
828,TYRE,King Tire Indonesia Tbk.,08 May 2023,"3,480,581,727",Development
829,MPXL,MPX Logistics International Tb,09 May 2023,"2,000,014,587",Development
830,SMIL,Sarana Mitra Luas Tbk.,12 May 2023,"8,751,668,239",Main
831,KLAS,Pelayaran Kurnia Lautan Semest,12 Jun 2023,"3,644,415,975",Development
832,MAXI,Maxindo Karya Anugerah Tbk.,12 Jun 2023,"9,610,099,981",Development
833,VKTR,VKTR Teknologi Mobilitas Tbk.,19 Jun 2023,"43,750,000,000",Development
834,RELF,Graha Mitra Asia Tbk.,22 Jun 2023,"5,727,832,195",Acceleration
835,AMMN,Amman Mineral Internasional Tb,07 Jul 2023,"72,518,217,656",Main
836,CRSN,Carsurin Tbk.,10 Jul 2023,"2,892,000,000",Development
837,GRPM,Graha Prima Mentari Tbk.,10 Jul 2023,"1,545,083,983",Acceleration
838,WIDI,Widiant Jaya Krenindo Tbk.,10 Jul 2023,"1,600,031,683",Acceleration
839,TGUK,Platinum Wahab Nusantara Tbk.,10 Jul 2023,"3,571,451,815",Watchlist
840,INET,Sinergi Inti Andalan Prima Tbk,24 Jul 2023,"9,572,352,156",Development
841,MAHA,Mandiri Herindo Adiperkasa Tbk,25 Jul 2023,"16,666,000,000",Main
842,RMKO,Royaltama Mulia Kontraktorindo,31 Jul 2023,"1,250,000,000",Development
843,CNMA,Nusantara Sejahtera Raya Tbk.,02 Agt 2023,"83,345,000,000",Development
844,FOLK,Multi Garam Utama Tbk.,07 Agt 2023,"3,948,141,464",Development
845,HBAT,Minahasa Membangun Hebat Tbk.,07 Agt 2023,"1,040,740,800",Acceleration
846,GRIA,Ingria Pratama Capitalindo Tbk,08 Agt 2023,"7,375,720,674",Development
847,PPRI,Paperocks Indonesia Tbk.,08 Agt 2023,"1,075,027,288",Development
848,ERAL,Sinar Eka Selaras Tbk.,08 Agt 2023,"5,187,500,000",Main
849,CYBR,ITSEC Asia Tbk.,08 Agt 2023,"6,660,344,156",Development
850,MUTU,Mutuagung Lestari Tbk.,09 Agt 2023,"3,142,950,585",Development
851,LMAX,Lupromax Pelumas Indonesia Tbk,09 Agt 2023,"650,008,775",Acceleration
852,HUMI,Humpuss Maritim Internasional ,09 Agt 2023,"18,046,878,100",Development
853,MSIE,Multisarana Intan Eduka Tbk.,10 Agt 2023,"1,460,007,754",Acceleration
854,RSCH,Charlie Hospital Semarang Tbk.,28 Agt 2023,"2,650,000,000",Development
855,BABY,Multitrend Indo Tbk.,07 Sep 2023,"2,616,226,706",Development
856,AEGS,Anugerah Spareparts Sejahtera ,11 Sep 2023,"1,006,080,721",Acceleration
857,IOTF,Sumber Sinergi Makmur Tbk.,06 Oct 2023,"5,290,298,067",Development
858,KOCI,Kokoh Exa Nusantara Tbk.,07 Oct 2023,"4,415,602,251",Development
859,PTPS,Pulau Subur Tbk.,09 Oct 2023,"2,167,514,856",Development
860,BREN,Barito Renewables Energy Tbk.,09 Oct 2023,"133,786,220,000",Main
861,STRK,Lovina Beach Brewery Tbk.,10 Oct 2023,"10,721,835,562",Development
862,KOKA,Koka Indonesia Tbk.,11 Oct 2023,"2,861,333,000",Development
863,LOPI,Logisticsplus International Tb,11 Oct 2023,"1,100,011,289",Acceleration
864,UDNG,Agro Bahari Nusantara Tbk.,31 Oct 2023,"1,750,040,072",Acceleration
865,RGAS,Kian Santang Muliatama Tbk.,08 Nov 2023,"1,459,234,110",Development
866,MSTI,Mastersystem Infotama Tbk.,08 Nov 2023,"3,139,416,200",Main
867,IKPM,Ikapharmindo Putramas Tbk.,08 Nov 2023,"1,684,662,500",Development
868,AYAM,Janu Putra Sejahtera Tbk.,30 Nov 2023,"4,000,000,000",Watchlist
869,SURI,Maja Agung Latexindo Tbk.,07 Dec 2023,"6,334,375,000",Development
870,ASLI,Asri Karya Lestari Tbk.,05 Jan 2024,"6,250,000,000",Watchlist
871,GRPH,Griptha Putra Persada Tbk.,17 Jan 2024,"1,000,000,000",Development
872,SMGA,Sumber Mineral Global Abadi Tb,30 Jan 2024,"8,750,000,000",Development
873,UNTD,Terang Dunia Internusa Tbk.,07 Feb 2024,"6,666,666,700",Development
874,TOSK,Topindo Solusi Komunika Tbk.,07 Feb 2024,"4,375,277,300",Development
875,MPIX,Mitra Pedagang Indonesia Tbk.,07 Feb 2024,"1,562,565,838",Development
876,ALII,Ancara Logistics Indonesia Tbk,07 Feb 2024,"15,825,800,000",Main
877,MKAP,Multikarya Asia Pasifik Raya T,12 Feb 2024,"3,250,000,000",Development
878,MEJA,Harta Djaya Karya Tbk.,12 Feb 2024,"1,923,470,665",Acceleration
879,LIVE,Homeco Victoria Makmur Tbk.,12 Feb 2024,"4,593,005,014",Development
880,HYGN,Ecocare Indo Pasifik Tbk.,13 Feb 2024,"2,525,000,000",Development
881,BAIK,Bersama Mencapai Puncak Tbk.,15 Feb 2024,"1,125,006,456",Development
882,VISI,Satu Visi Putra Tbk.,27 Feb 2024,"3,075,000,000",Development
883,AREA,Dunia Virtual Online Tbk.,01 Apr 2024,"2,539,601,000",Development
884,MHKI,Multi Hanna Kreasindo Tbk.,16 Apr 2024,"3,750,000,000",Development
885,ATLA,Atlantis Subsea Indonesia Tbk.,16 Apr 2024,"6,199,577,693",Development
886,DATA,Remala Abadi Tbk.,07 May 2024,"1,375,000,000",Development
887,SOLA,Xolare RCR Energy Tbk.,08 May 2024,"3,284,500,000",Development
888,BATR,Benteng Api Technic Tbk.,10 Jun 2024,"3,025,037,353",Development
889,SPRE,Soraya Berjaya Indonesia Tbk.,03 Jul 2024,"800,000,000",Acceleration
890,PART,Cipta Perdana Lancar Tbk.,05 Jul 2024,"2,742,063,868",Development
891,GOLF,Intra Golflink Resorts Tbk.,08 Jul 2024,"19,486,760,000",Main
892,ISEA,Indo American Seafoods Tbk.,08 Jul 2024,"1,390,013,370",Development
893,BLES,Superior Prima Sukses Tbk.,08 Jul 2024,"8,890,206,400",Development
894,GUNA,Gunanusa Eramandiri Tbk.,09 Jul 2024,"2,500,000,000",Development
895,LABS,UBC Medical Indonesia Tbk.,10 Jul 2024,"3,950,000,000",Development
896,DOSS,Global Sukses Digital Tbk.,07 Agt 2024,"1,725,000,000",Development
897,NEST,Esta Indonesia Tbk.,08 Agt 2024,"4,112,500,000",Development
898,PTMR,Master Print Tbk.,08 Oct 2024,"1,907,000,000",Watchlist
899,VERN,Verona Indah Pictures Tbk.,08 Oct 2024,"4,765,648,183",Development
900,DAAZ,Daaz Bara Lestari Tbk.,11 Nov 2024,"1,997,000,000",Main
901,BOAT,Newport Marine Services Tbk.,12 Nov 2024,"3,501,680,000",Development
902,NAIK,Adiwarna Anugerah Abadi Tbk.,13 Nov 2024,"3,327,301,468",Development
903,AADI,Adaro Andalan Indonesia Tbk.,05 Dec 2024,"7,786,891,760",Main
904,MDIY,Daya Intiguna Yasa Tbk.,19 Dec 2024,"25,190,392,000",Main
905,KSIX,Kentanix Supra International T,08 Jan 2025,"2,137,831,800",Development
906,RATU,Raharja Energi Cepu Tbk.,08 Jan 2025,"2,715,053,800",Development
907,YOII,Asuransi Digital Bersama Tbk.,08 Jan 2025,"3,424,687,500",Development
908,HGII,Hero Global Investment Tbk.,09 Jan 2025,"6,500,000,000",Development
909,BRRC,Raja Roti Cemerlang Tbk.,09 Jan 2025,"971,535,426",Development
910,DGWG,Delta Giri Wacana Tbk.,13 Jan 2025,"5,882,353,000",Main
911,CBDK,Bangun Kosambi Sukses Tbk.,13 Jan 2025,"5,668,944,500",Main
912,OBAT,Brigit Biofarmaka Teknologi Tb,13 Jan 2025,"622,119,792",Development
913,MINE,Sinar Terang Mandiri Tbk.,10 Mar 2025,"4,084,435,300",Main
914,ASPR,Asia Pramulia Tbk.,08 Jul 2025,"2,712,000,000",Development
915,PSAT,Pancaran Samudera Transport Tb,08 Jul 2025,"1,482,353,000",Main
916,COIN,Indokripto Koin Semesta Tbk.,09 Jul 2025,"14,705,882,400",Development
917,CDIA,Chandra Daya Investasi Tbk.,09 Jul 2025,"124,829,374,700",Development
918,BLOG,Trimitra Trans Persada Tbk.,10 Jul 2025,"3,379,487,200",Main
919,MERI,Merry Riana Edukasi Tbk.,10 Jul 2025,"1,035,132,500",Development
920,CHEK,Diastika Biotekindo Tbk.,10 Jul 2025,"4,113,331,485",Development
921,PMUI,Prima Multi Usaha Indonesia Tb,10 Jul 2025,"5,800,000,000",Development
922,EMAS,Merdeka Gold Resources Tbk.,23 Sep 2025,"16,180,232,675",Development
923,PJHB,Pelayaran Jaya Hidup Baru Tbk.,06 Nov 2025,"1,920,000,000",Development
924,RLCO,Abadi Lestari Indonesia Tbk.,08 Dec 2025,"3,125,000,000",Development
925,SUPA,Super Bank Indonesia Tbk.,17 Dec 2025,"33,558,047,450",Development
926,KAQI,Jantra Grupo Indonesia Tbk.,10 Mar 2025,"2,075,800,000",Development
927,YUPI,Yupi Indo Jelly Gum Tbk.,25 Mar 2025,"8,544,488,700",Main
928,FORE,Fore Kopi Indonesia Tbk.,14 Apr 2025,"8,918,359,270",Development
929,MDLA,Medela Potentia Tbk.,15 Apr 2025,"14,012,825,000",Main
930,DKHH,Cipta Sarana Medika Tbk.,08 May 2025,"2,550,069,932",Development
931,AYLS,Agro Yasa Lestari Tbk.,12 Feb 2020,"853,423,236",Development
932,DADA,Diamond Citra Propertindo Tbk.,14 Feb 2020,"7,431,530,800",Development
933,ASPI,Andalan Sakti Primaindo Tbk.,17 Feb 2020,"681,823,317",Development
934,ESTA,Esta Multi Usaha Tbk.,09 Mar 2020,"2,425,354,179",Development
935,BESS,Batulicin Nusantara Maritim Tb,09 Mar 2020,"3,440,455,528",Development
936,AMAN,Makmur Berkah Amanda Tbk.,13 Mar 2020,"3,873,500,000",Development
937,CARE,Metro Healthcare Indonesia Tbk,13 Mar 2020,"33,250,000,000",Development
938,PIPA,Multi Makmur Lemindo Tbk.,10 Apr 2023,"3,426,097,190",Development
939,NCKL,Trimegah Bangun Persada Tbk.,12 Apr 2023,"63,098,600,000",Main
940,MENN,Menn Teknologi Indonesia Tbk.,18 Apr 2023,"1,434,052,006",Acceleration
941,AWAN,Era Digital Media Tbk.,18 Apr 2023,"3,435,000,000",Development
942,MBMA,Merdeka Battery Materials Tbk.,18 Apr 2023,"107,995,419,900",Main
943,RAAM,Tripar Multivision Plus Tbk.,08 May 2023,"6,813,620,000",Main
944,DOOH,Era Media Sejahtera Tbk.,08 May 2023,"7,738,891,036",Development
945,CGAS,Citra Nusantara Gemilang Tbk.,08 Jan 2024,"1,771,499,039",Development
946,NICE,Adhi Kartiko Pratama Tbk.,09 Jan 2024,"6,082,020,000",Development
947,MSJA,Multi Spunindo Jaya Tbk.,10 Jan 2024,"5,882,352,900",Development
948,SMLE,Sinergi Multi Lestarindo Tbk.,10 Jan 2024,"2,328,153,048",Development
949,ACRO,Samcro Hyosung Adilestari Tbk.,11 Jan 2024,"3,469,207,931",Development
950,MANG,Manggung Polahraya Tbk.,11 Jan 2024,"3,812,515,744",Acceleration
951,WIFI,Solusi Sinergi Digital Tbk.,30 Dec 2020,"5,308,549,015",Development
952,FAPA,FAP Agri Tbk.,04 Jan 2021,"3,629,411,800",Development
953,DCII,DCI Indonesia Tbk.,06 Jan 2021,"2,383,745,900",Development
954,KETR,Ketrosden Triasmitra Tbk.,11 Jan 2021,"2,841,262,838",Development
955,DGNS,Diagnos Laboratorium Utama Tbk,15 Jan 2021,"1,250,000,000",Development
956,UFOE,Damai Sejahtera Abadi Tbk.,01 Feb 2021,"2,898,261,693",Development
